Iteration,Value
1,783.0264171061766
2,986.674219877507
3,1035.502421180137
4,1191.5771701477656
5,1211.7729776790495
6,1213.929801214505
7,1214.5309010739838
8,1214.5605102527852
9,1214.5720138454647
10,1214.5729526300609
11,1214.5731724368713
12,1214.573352582814
13,1208.318933081802
14,1214.573586608553
15,1214.5735940220227
16,1214.5735951597703
17,1214.573595920638
18,1214.7564711368386
19,1210.8551709034202
20,1248.0023156587617
21,1259.8427476685447
22,1260.2014631657287
23,1260.2160080461053
24,1260.217518836559
25,1260.2175307838172
26,1260.2175312123848
27,1260.2175314388162
28,1260.2175314581668
29,1260.2175314634999
30,1260.2175314643223
31,1260.2175314644705
32,1260.2175314645067
33,1260.2175314645337
34,1260.2175314645501
35,1260.217531464553
36,1260.2175314645535
37,1231.9479336098068
38,1260.2175314645538
39,1260.2175314645538
40,1260.2175314645538
41,1260.2175314645538
42,1260.2175314645538
43,1224.6108055452119
44,1260.2175314645538
45,1253.7255513573257
46,1213.656663683437
47,1260.2175314645538
48,1260.2175314645538
49,1260.2175314645538
50,1260.2175314645538
51,1260.2175314645538
52,1260.2175314645538
53,1260.2175314645538
54,1260.2175314645538
55,1260.2175314645538
56,1260.2175314645538
57,1260.2175314645538
58,1241.614046639243
59,1260.2175314645538
60,1260.2175314645538
61,1260.2175314645538
62,1260.2175314645538
63,1260.2175314645538
64,1260.2175314645538
65,1260.2175314645538
66,1260.2175314645538
67,1260.2175314645538
68,1260.2175314645538
69,1260.2175314645538
70,1260.2175314645538
71,1260.2175314645538
72,1260.2175314645538
73,1260.2175314645538
74,1260.2175314645538
75,1260.2175314645538
76,1260.2175314645538
77,1260.2175314645538
78,1260.2175314645538
79,1260.2175314645538
80,1260.2175314645538
81,1260.2175314645538
82,1260.2175314645538
83,1260.2175314645538
84,1260.2175314645538
85,1260.2175314645538
86,1260.2175314645538
87,1260.2175314645538
88,1260.2175314645538
89,1260.2175314645538
90,1282.8309727728656
91,1245.7109003665907
92,1223.3344344412728
93,1260.2175314645538
94,1260.2175314645538
95,1260.2175314645538
96,1260.2175314645538
97,1260.2175314645538
98,1211.5396742263679
99,1260.2175314645538
100,1260.2175314645538
101,1260.2175314645538
102,1260.2175314645538
103,1260.2175314645538
104,1260.2175314645538
105,1260.2175314645538
106,1260.2175314645538
107,1260.2175314645538
108,1260.2175314645538
109,1260.2175314645538
110,1260.2175314645538
111,1268.349077382961
112,1191.963043915336
113,1260.2175314645538
114,1260.2175314645538
115,1260.2175314645538
116,1256.679173076523
117,1260.2175314645538
118,1283.3892396359565
119,1176.4338917956607
120,1190.4882387468026
121,1186.4658218578738
122,1212.1398566784803
123,1209.4586872670318
124,1259.1913676617646
125,1260.202615133248
126,1260.2171698161426
127,1260.2175314645538
128,1260.2175314645538
129,1260.2175314645538
130,1260.2175314645538
131,1253.5903656751693
132,1260.2175314645538
133,1260.2175314645538
134,1260.2175314645538
135,1260.2175314645538
136,1260.2175314645538
137,1260.2175314645538
138,1223.680850062285
139,1265.1974778357667
140,1120.5881885836393
141,1252.4022009733296
142,1247.5495889830213
143,1260.2175314645538
144,1210.0626429249355
145,1260.2175314645538
146,1260.2175314645538
147,1242.4389922948426
148,1260.2175314645538
149,1260.2175314645538
150,1260.2175314645538
151,1260.2175314645538
152,1216.8835987359225
153,1216.5022629810846
154,1260.2175314645538
155,1216.4778757140384
156,1260.2175314645538
157,1260.2175314645538
158,1260.2175314645538
159,1260.2175314645538
160,1260.2175314645538
161,1260.2175314645538
162,1260.2175314645538
163,1260.2175314645538
164,1260.2175314645538
165,1260.2175314645538
166,1260.2175314645538
167,1260.2175314645538
168,1200.7626889110402
169,1260.2175314645538
170,1260.2175314645538
171,1260.2175314645538
172,1260.2175314645538
173,1228.5768013498391
174,1260.2175314645538
175,1260.2175314645538
176,1260.2175314645538
177,1260.2175314645538
178,1260.2175314645538
179,1260.2175314645538
180,1260.2175314645538
181,1260.2175314645538
182,1259.8195367683943
183,1260.2175314645538
184,1236.1783441883988
185,1260.2175314645538
186,1207.8871969069198
187,1260.2175314645538
188,1260.2175314645538
189,1260.2175314645538
190,1260.2175314645538
191,1260.2175314645538
192,1260.2175314645538
193,1260.2175314645538
194,1260.2175314645538
195,1260.2175314645538
196,1260.2175314645538
197,1260.2175314645538
198,1260.2175314645538
199,1260.2175314645538
200,1257.3554116988496
201,1260.2175314645538
202,1260.2175314645538
203,1260.2175314645538
204,1260.2175314645538
205,1260.2175314645538
206,1260.2175314645538
207,1260.2175314645538
208,1260.2175314645538
209,1260.2175314645538
210,1260.2175314645538
211,1260.2175314645538
212,1260.2175314645538
213,1237.4475787267988
214,1260.2175314645538
215,1260.2175314645538
216,1260.2175314645538
217,1239.8759615820532
218,1260.2175314645538
219,1260.2175314645538
220,1260.2175314645538
221,1260.2175314645538
222,1260.2175314645538
223,1260.2175314645538
224,1260.2175314645538
225,1260.2175314645538
226,1260.2175314645538
227,1260.2175314645538
228,1234.018236572902
229,1260.2175314645538
230,1260.2175314645538
231,1260.2175314645538
232,1260.2175314645538
233,1260.2175314645538
234,1260.2175314645538
235,1222.4378145203284
236,1260.2175314645538
237,1260.2175314645538
238,1230.8684781132495
239,1260.2175314645538
240,1213.7557744482801
241,1260.2175314645538
242,1255.3119914279398
243,1260.2175314645538
244,1260.2175314645538
245,1260.2175314645538
246,1260.2175314645538
247,1237.290602885195
248,1260.2175314645538
249,1226.9610082869533
250,1260.2175314645538
251,1260.2175314645538
252,1260.2175314645538
253,1260.2175314645538
254,1260.2175314645538
255,1251.1398623549844
256,1260.2175314645538
257,1225.0867004379627
258,1260.2175314645538
259,1238.384430936501
260,1260.2175314645538
261,1260.2175314645538
262,1260.2175314645538
263,1260.2175314645538
264,1260.2175314645538
265,1260.2175314645538
266,1260.2175314645538
267,1260.2175314645538
268,1260.2175314645538
269,1260.2175314645538
270,1260.2175314645538
271,1260.2175314645538
272,1260.2175314645538
273,1260.2175314645538
274,1260.2175314645538
275,1240.517930934101
276,1260.2175314645538
277,1260.2175314645538
278,1227.0536141100247
279,1260.2175314645538
280,1260.2175314645538
281,1260.2175314645538
282,1260.2175314645538
283,1260.2175314645538
284,1260.2175314645538
285,1260.2175314645538
286,1260.2175314645538
287,1260.2175314645538
288,1260.2175314645538
289,1260.2175314645538
290,1260.2175314645538
291,1260.2175314645538
292,1260.2175314645538
293,1263.3206528590067
294,1122.881181620174
295,1228.4330213417372
296,1260.0051002157484
297,1260.2175314645538
298,1260.2175314645538
299,1260.2175314645538
300,1243.0614728771973
301,1260.2175314645538
302,1260.2175314645538
303,1260.2175314645538
304,1260.2175314645538
305,1260.2175314645538
306,1260.2175314645538
307,1260.2175314645538
308,1243.460792605619
309,1260.2175314645538
310,1260.2175314645538
311,1260.2175314645538
312,1260.2175314645538
313,1260.2175314645538
314,1248.7746808752847
315,1260.2175314645538
316,1260.2175314645538
317,1260.2175314645538
318,1248.3060143665539
319,1260.2175314645538
320,1260.2175314645538
321,1260.2175314645538
322,1260.2175314645538
323,1260.2175314645538
324,1260.2175314645538
325,1260.2175314645538
326,1260.2175314645538
327,1260.2175314645538
328,1260.2175314645538
329,1260.2175314645538
330,1260.2175314645538
331,1260.2175314645538
332,1260.2175314645538
333,1260.2175314645538
334,1260.2175314645538
335,1260.2175314645538
336,1260.2175314645538
337,1260.2175314645538
338,1233.4568427870606
339,1130.8640521426455
340,1237.6037948435696
341,1260.2175314645538
342,1260.2175314645538
343,1260.2175314645538
344,1260.2175314645538
345,1260.2175314645538
346,1260.2175314645538
347,1260.2175314645538
348,1260.2175314645538
349,1260.2175314645538
350,1260.2175314645538
351,1260.2175314645538
352,1260.2175314645538
353,1260.2175314645538
354,1260.2175314645538
355,1260.2175314645538
356,1260.2175314645538
357,1260.2175314645538
358,1260.2175314645538
359,1260.2175314645538
360,1260.2175314645538
361,1260.2175314645538
362,1260.2175314645538
363,1260.2175314645538
364,1260.2175314645538
365,1260.2175314645538
366,1260.2175314645538
367,1260.2175314645538
368,1213.2972255787995
369,1260.2175314645538
370,1260.2175314645538
371,1260.2175314645538
372,1260.2175314645538
373,1260.2175314645538
374,1260.2175314645538
375,1260.2175314645538
376,1257.9823481753897
377,1260.2175314645538
378,1260.2175314645538
379,1260.2175314645538
380,1260.2175314645538
381,1260.2175314645538
382,1260.2175314645538
383,1260.2175314645538
384,1260.2175314645538
385,1260.2175314645538
386,1260.2175314645538
387,1277.810464247925
388,1234.2256480874491
389,1189.729007593518
390,1113.4159880193388
391,1100.8505113185342
392,1233.1506264478426
393,1200.2826687365334
394,1255.8383272983338
395,1238.2691527072277
396,1228.106979293853
397,1198.224519555403
398,1204.116741606928
399,1258.8639857084588
400,1216.7015231578876
401,1258.8754828446408
402,1258.880532695444
403,1258.8812284096687
404,1233.8816854471386
405,1258.8813165472225
406,1258.8813173130413
407,1252.6872037769783
408,1258.8813191932954
409,1258.8813192776565
410,1258.8813193711899
411,1211.8342816627512
412,1258.8813194109453
413,1258.8813194118566
414,1230.6574219157226
415,1243.4118444915234
416,1258.8813194119389
417,1258.8813194119443
418,1258.8813194119462
419,1258.8813194119462
420,1189.7155270946628
421,1258.8813194119462
422,1227.7496288772659
423,1258.8813194119464
424,1258.8813194119464
425,1258.8813194119464
426,1228.7697451365432
427,1245.7170412722255
428,1258.8813194119464
429,1258.8813194119464
430,1257.8821622555956
431,1258.8813194119464
432,1258.8813194119464
433,1258.8813194119464
434,1258.8813194119464
435,1258.8813194119464
436,1258.8813194119464
437,1258.8813194119464
438,1258.8813194119464
439,1258.8813194119464
440,1258.8813194119464
441,1258.8813194119464
442,1258.8813194119464
443,1258.8813194119464
444,1258.8813194119464
445,1258.8813194119464
446,1220.5432088821624
447,1258.8813194119464
448,1258.8813194119464
449,1258.8813194119464
450,1258.8813194119464
451,1258.8813194119464
452,1258.8813194119464
453,1258.8813194119464
454,1258.8813194119464
455,1258.8813194119464
456,1258.8813194119464
457,1248.5778684032769
458,1258.8813194119464
459,1258.8813194119464
460,1258.8813194119464
461,1258.8813194119464
462,1258.8813194119464
463,1258.8813194119464
464,1258.8813194119464
465,1258.8813194119464
466,1258.8813194119464
467,1258.8813194119464
468,1239.7940540072964
469,1248.1378384876346
470,1258.8813194119464
471,1258.8813194119464
472,1258.8813194119464
473,1258.8813194119464
474,1258.8813194119464
475,1258.8813194119464
476,1258.8813194119464
477,1258.8813194119464
478,1258.8813194119464
479,1258.8813194119464
480,1258.8813194119464
481,1258.8813194119464
482,1258.8813194119464
483,1258.8813194119464
484,1258.8813194119464
485,1258.8813194119464
486,1258.8813194119464
487,1258.8813194119464
488,1262.6287524394365
489,1212.7475456618376
490,1116.5607391003323
491,1252.8474374981179
492,1426.0369575208565
493,1433.7704690879832
494,1434.7819956325998
495,1436.2277818948317
496,1436.6399780541428
497,1436.7720845609142
498,1436.8239116466416
499,1400.2987920116698
500,1436.8259625833668
501,1414.3970095187885
502,1436.8261085456893
503,1416.9551636864096
504,1436.8261361180587
505,1436.8261386416275
506,1393.5063429978688
507,1436.826139369606
508,1436.8261393921885
509,1436.8261394011806
510,1436.8261394063654
511,1436.8261394077622
512,1436.8261394078806
513,1436.826139407923
514,1436.7931818716734
515,1436.8261394079382
516,1436.8261394079402
517,1352.2908906929358
518,1405.2979054722423
519,1436.8261394079411
520,1436.8261394079411
521,1436.8261394079411
522,1436.8261394079411
523,1436.8261394079411
524,1436.8261394079411
525,1436.8261394079411
526,1436.8261394079411
527,1436.8261394079411
528,1436.8261394079411
529,1408.7973439983084
530,1436.8261394079411
