Iteration,Value
1,146.44911740359726
2,542.2492319420419
3,525.9034774716552
4,527.676177815712
5,513.4250601889984
6,513.4585262892405
7,513.2739975470678
8,513.2662451571276
9,359.6989067815456
10,226.71027227559432
11,489.2807118508827
12,409.9179529466219
13,513.266529358566
14,513.2665311289215
15,513.2665317048086
16,513.26653199012
17,513.2665320148404
18,513.26653203059
19,513.2665320312732
20,513.2665320325877
21,513.2665320328033
22,513.2665320329085
23,513.2665320329385
24,513.266532032939
25,513.2665320329398
26,513.26653203294
27,513.26653203294
28,513.26653203294
29,513.26653203294
30,513.26653203294
31,513.26653203294
32,513.26653203294
33,513.26653203294
34,513.26653203294
35,513.26653203294
36,513.26653203294
37,513.26653203294
38,513.26653203294
39,513.26653203294
40,513.26653203294
41,513.26653203294
42,513.26653203294
43,513.26653203294
44,513.26653203294
45,513.26653203294
46,513.26653203294
47,513.26653203294
48,513.26653203294
49,513.26653203294
50,513.26653203294
51,513.26653203294
52,513.26653203294
53,513.26653203294
54,513.26653203294
55,513.26653203294
56,513.26653203294
57,513.26653203294
58,513.26653203294
59,513.26653203294
60,513.26653203294
61,513.26653203294
62,513.26653203294
63,513.26653203294
64,437.3290196626956
65,371.2879270414311
66,513.26653203294
67,513.26653203294
68,513.26653203294
69,513.26653203294
70,513.26653203294
71,513.26653203294
72,513.26653203294
73,513.26653203294
74,513.26653203294
75,513.26653203294
76,513.26653203294
77,513.26653203294
78,513.26653203294
79,513.26653203294
80,310.301759547968
81,513.26653203294
82,513.26653203294
83,513.26653203294
84,513.26653203294
85,513.26653203294
86,513.26653203294
87,513.26653203294
88,513.26653203294
89,513.26653203294
90,279.01006448502744
91,445.37562653332475
92,513.26653203294
93,513.26653203294
94,513.26653203294
95,513.26653203294
96,513.26653203294
97,513.26653203294
98,513.26653203294
99,513.26653203294
100,513.26653203294
101,513.26653203294
102,513.26653203294
103,513.26653203294
104,513.26653203294
105,513.26653203294
106,513.26653203294
107,433.46687448403736
108,461.8194792798453
109,437.7795447605594
110,311.680669662013
111,513.26653203294
112,513.26653203294
113,513.26653203294
114,513.26653203294
115,513.26653203294
116,513.26653203294
117,513.26653203294
118,513.26653203294
119,374.0299915810232
120,337.0898030671094
121,335.6181411490221
122,377.1323084463131
123,380.8253259377529
124,427.6555398266371
125,428.3775025274999
126,428.833511608544
127,428.965524556325
128,429.2726033849576
129,429.2826296456315
130,429.2847695938376
131,429.2865137212673
132,429.2866555296292
133,429.2874041300785
134,429.28743941433567
135,429.28745499676035
136,429.28745520940174
137,429.2874554090349
138,429.2874554096427
139,429.2874554152377
140,429.2874554175953
141,429.2874554180406
142,429.2874554194326
143,429.2874554196294
144,429.28745541983346
145,429.2874554200463
146,429.2874554200491
147,429.2874554200557
148,429.2874554200564
149,429.28745542006016
150,429.28745542006595
151,429.2874554200696
152,429.2874554200696
153,429.2874554200696
154,429.2874554200696
155,429.2874554200696
156,429.2874554200696
157,429.2874554200696
158,429.2874554200696
159,429.2874554200696
160,429.2874554200696
161,429.2874554200696
162,429.2874554200696
163,429.2874554200696
164,429.2874554200696
165,429.2874554200696
166,429.2874554200696
167,429.2874554200696
168,429.2874554200696
169,429.2874554200696
170,429.2874554200696
171,429.2874554200696
172,429.2874554200696
173,429.2874554200696
174,429.2874554200696
175,429.2874554200696
176,429.2874554200696
177,429.2874554200696
178,429.2874554200696
179,429.2874554200696
180,429.2874554200696
181,429.2874554200696
182,429.2874554200696
183,429.2874554200696
184,429.2874554200696
185,429.2874554200696
186,429.2874554200696
187,429.2874554200696
188,429.2874554200696
189,429.2874554200696
190,429.2874554200696
191,429.2874554200696
192,429.2874554200696
193,429.2874554200696
194,429.2874554200696
195,429.2874554200696
196,429.2874554200696
197,429.2874554200696
198,429.2874554200696
199,429.2874554200696
200,429.2874554200696
201,429.2874554200696
202,429.2874554200696
203,429.2874554200696
204,429.2874554200696
205,429.2874554200696
206,429.2874554200696
207,429.2874554200696
208,429.2874554200696
209,429.2874554200696
