Iteration,Value
1,451.9242758854765
2,449.11655804548053
3,643.4108875856801
4,643.4108875856801
5,643.4108875856801
6,692.474534478352
7,692.474534478352
8,692.474534478352
9,692.474534478352
10,692.474534478352
11,692.474534478352
12,692.474534478352
13,692.474534478352
14,692.474534478352
15,692.474534478352
16,692.474534478352
17,692.474534478352
18,692.474534478352
19,692.474534478352
20,692.474534478352
21,692.474534478352
22,692.474534478352
23,692.474534478352
24,692.474534478352
25,692.474534478352
26,692.474534478352
27,692.474534478352
28,692.474534478352
29,692.474534478352
30,692.474534478352
31,692.474534478352
32,692.474534478352
33,692.474534478352
34,692.474534478352
35,692.474534478352
36,692.474534478352
37,692.474534478352
38,692.474534478352
39,692.474534478352
40,692.474534478352
41,692.474534478352
42,692.474534478352
43,692.474534478352
44,692.474534478352
45,692.474534478352
46,692.474534478352
47,692.474534478352
48,425.4616632925487
49,692.474534478352
50,692.474534478352
51,692.474534478352
52,692.474534478352
53,692.474534478352
54,692.474534478352
55,692.474534478352
56,459.0158464113474
57,692.474534478352
58,692.474534478352
59,692.474534478352
60,415.6344918776058
61,692.474534478352
62,692.474534478352
63,692.474534478352
64,692.474534478352
65,692.474534478352
66,692.474534478352
67,692.474534478352
68,692.474534478352
69,692.474534478352
70,692.474534478352
71,692.474534478352
72,692.474534478352
73,692.474534478352
74,692.474534478352
75,692.474534478352
76,621.5149594892255
77,692.474534478352
78,692.474534478352
79,692.474534478352
80,692.474534478352
81,692.474534478352
82,692.474534478352
83,692.474534478352
84,692.474534478352
85,692.474534478352
86,692.474534478352
87,556.6163563656344
88,692.474534478352
89,692.474534478352
90,692.474534478352
91,692.474534478352
92,519.7275777302343
93,692.474534478352
94,662.7150903290949
95,692.474534478352
96,692.474534478352
97,692.474534478352
98,692.474534478352
99,692.474534478352
100,692.474534478352
101,692.474534478352
102,692.474534478352
103,692.474534478352
104,692.474534478352
105,692.474534478352
106,692.474534478352
107,692.474534478352
108,692.474534478352
109,692.474534478352
110,692.474534478352
111,692.474534478352
112,692.474534478352
113,692.474534478352
114,646.6734080781475
115,692.474534478352
116,692.474534478352
117,692.474534478352
118,692.474534478352
119,692.474534478352
120,692.474534478352
121,692.474534478352
122,692.474534478352
123,692.474534478352
124,692.474534478352
125,692.474534478352
126,692.474534478352
127,692.474534478352
128,692.474534478352
129,692.474534478352
130,692.474534478352
131,692.474534478352
132,692.474534478352
133,692.474534478352
134,692.474534478352
135,692.474534478352
136,692.474534478352
137,692.474534478352
138,692.474534478352
139,692.474534478352
140,517.9126814010779
141,671.22497127176
142,671.22497127176
143,596.3159034537086
144,596.3159034537086
145,596.3159034537086
146,596.3159034537086
147,596.3159034537086
148,596.3159034537086
149,596.3159034537086
150,596.3159034537086
151,596.3159034537086
152,596.3159034537086
153,596.3159034537086
154,569.5722075805063
155,596.3159034537086
156,596.3159034537086
157,596.3159034537086
158,596.3159034537086
159,596.3159034537086
160,596.3159034537086
161,596.3159034537086
162,596.3159034537086
163,596.3159034537086
164,596.3159034537086
165,418.3820181906513
166,596.3159034537086
167,658.5880574402346
168,520.6959823772029
169,600.7535515906519
170,712.9152580407704
171,692.2737047621429
172,712.9152580407704
173,712.9152580407704
174,712.9152580407704
175,712.9152580407704
176,712.9152580407704
177,712.9152580407704
178,702.7151849331954
179,561.3301786187394
180,712.9152580407704
181,597.6053963808235
182,597.6053963808235
183,597.6053963808235
184,597.6053963808235
185,563.1995742032448
186,597.6053963808235
187,597.6053963808235
188,597.6053963808235
189,597.6053963808235
190,603.2250951236263
191,603.2250951236263
192,603.2250951236263
193,603.2250951236263
194,603.2250951236263
195,603.2250951236263
196,603.2250951236263
197,603.2250951236263
198,603.2250951236263
199,603.2250951236263
200,603.2250951236263
201,603.2250951236263
202,309.8209026474236
203,603.2250951236263
204,603.2250951236263
205,603.2250951236263
206,603.2250951236263
207,603.2250951236263
208,603.2250951236263
209,603.2250951236263
210,603.2250951236263
211,603.2250951236263
212,603.2250951236263
213,603.2250951236263
214,603.2250951236263
215,603.2250951236263
216,603.2250951236263
217,447.3777840510981
218,603.2250951236263
219,603.2250951236263
220,603.2250951236263
221,603.2250951236263
222,603.2250951236263
223,603.2250951236263
224,603.2250951236263
225,603.2250951236263
226,603.2250951236263
227,603.2250951236263
228,603.2250951236263
229,603.2250951236263
230,603.2250951236263
231,603.2250951236263
232,603.2250951236263
233,603.2250951236263
234,603.2250951236263
235,603.2250951236263
236,560.3459050653197
237,603.2250951236263
238,603.2250951236263
239,603.2250951236263
240,603.2250951236263
241,603.2250951236263
242,603.2250951236263
243,603.2250951236263
