Iteration,Value
1,646.287148387925
2,797.808199746426
3,810.9507011879778
4,811.3561376063996
5,810.9507011879778
6,810.9507011879778
7,810.9507011879778
8,810.9507011879778
9,810.9507011879778
10,789.7910017251627
11,941.3332611714604
12,810.9507011879778
13,813.2141783954936
14,813.36221147162
15,797.6019099101252
16,810.9507011879778
17,810.9507011879778
18,810.9507011879778
19,810.9507011879778
20,810.9507011879778
21,810.9507011879778
22,810.9507011879778
23,810.9507011879778
24,810.9507011879778
25,810.9507011879778
26,810.9507011879778
27,810.9507011879778
28,810.9507011879778
29,820.8662673717514
30,810.9507011879778
31,810.9507011879778
32,812.4511424683449
33,810.9507011879778
34,820.5758643548597
35,810.9507011879778
36,810.9507011879778
37,810.9507011879778
38,810.9507011879778
39,831.1516297516057
40,810.9507011879778
41,810.9507011879778
42,810.9507011879778
43,810.9507011879778
44,813.1125947873319
45,810.9507011879778
46,810.9507011879778
47,810.9507011879778
48,810.9507011879778
49,810.9507011879778
50,809.4895438678283
51,793.8980728151473
52,798.1018206639317
53,789.5359003145677
54,789.5359003145677
55,804.2950133447373
56,789.5359003145677
57,789.5359003145677
58,789.5359003145677
59,789.5359003145677
60,759.765760767764
61,749.3968774013416
62,722.6375287925241
63,722.6375287925241
64,722.6375287925241
65,722.6375287925241
66,722.6375287925241
67,723.4701852447654
68,722.6375287925241
69,722.6375287925241
70,722.6375287925241
71,722.6375287925241
72,722.6375287925241
73,722.6375287925241
74,722.6375287925241
75,722.6375287925241
76,722.6375287925241
77,722.6375287925241
78,722.6375287925241
79,722.6375287925241
80,722.6375287925241
81,718.2252552278931
82,756.8718089184742
83,722.6375287925241
84,722.6375287925241
85,722.6375287925241
86,722.6375287925241
87,722.6375287925241
88,722.6375287925241
89,722.6375287925241
90,722.6375287925241
91,722.6375287925241
92,722.6375287925241
93,722.6375287925241
94,722.6375287925241
95,722.6375287925241
96,722.6375287925241
97,722.6375287925241
98,722.6375287925241
99,722.6375287925241
100,682.8034435404337
101,718.0557462132853
102,737.3598525791649
103,715.020666881688
104,715.020666881688
105,729.9883061366447
106,715.020666881688
107,715.020666881688
108,715.020666881688
109,715.020666881688
110,715.020666881688
111,715.020666881688
112,715.020666881688
113,715.020666881688
114,715.020666881688
115,715.020666881688
116,715.020666881688
117,715.020666881688
118,715.020666881688
119,715.020666881688
120,725.4167601487022
121,715.020666881688
122,715.020666881688
123,715.020666881688
124,715.020666881688
125,715.020666881688
126,715.020666881688
127,715.020666881688
128,715.020666881688
129,715.020666881688
130,715.020666881688
131,702.2533063170835
132,746.7870593053437
133,715.5904654856638
134,693.1185333511277
135,690.0094536445724
136,688.7004080683221
137,688.7004080683221
138,685.8894794831057
139,658.5140234277629
140,616.5457209914014
141,613.2344464669243
142,613.2344464669243
143,613.2344464669243
144,613.2344464669243
145,613.2344464669243
146,613.2344464669243
147,613.2344464669243
148,613.2344464669243
149,613.2344464669243
150,613.2344464669243
151,613.2344464669243
152,613.2344464669243
153,613.2344464669243
154,613.2344464669243
155,613.2344464669243
156,625.7968594717566
157,613.2344464669243
158,613.2344464669243
159,613.2344464669243
160,613.2344464669243
161,613.2344464669243
162,613.2344464669243
163,613.2344464669243
164,613.2344464669243
165,613.2344464669243
166,573.9423700054829
167,542.5077807080334
168,475.913581646783
169,436.4177820696967
170,436.4177820696967
171,436.4177820696967
172,436.4177820696967
173,456.8014734276605
174,436.4177820696967
175,454.54941976158955
176,436.4177820696967
177,436.4177820696967
178,436.4177820696967
179,436.4177820696967
180,436.4177820696967
181,436.4177820696967
182,436.4177820696967
183,436.4177820696967
184,436.4177820696967
185,436.4177820696967
186,436.4177820696967
187,436.4177820696967
188,436.4177820696967
189,436.4177820696967
190,436.4177820696967
191,494.66172716374183
192,436.4177820696967
193,436.4177820696967
194,436.4177820696967
195,436.4177820696967
196,436.4177820696967
197,436.4177820696967
198,436.4177820696967
199,436.4177820696967
200,436.4177820696967
201,436.4177820696967
