Iteration,Value
1,186.39460094080584
2,168.9930253441868
3,213.6737453339013
4,145.13927688060716
5,7.314060463429445
6,0.35239418097224234
7,0.16350119239720312
8,0.0703437140089994
9,0.03084355785329512
10,0.01312744104713203
11,0.004281255952176876
12,0.0004313966250889319
13,0.00018620427385213835
14,179.47976411314986
15,1.2685971946707302e-06
16,3.669680083346298e-07
17,9.242043335538894e-08
18,1.6425942406293868e-08
19,1.0546185953669606e-08
20,6.0235067102188815e-09
21,2.6640409908046766e-10
22,8.551508517216953e-11
23,3.712485419478965e-11
24,54.43908682113656
25,5.443926008325834e-12
26,3.761814831061245e-12
27,16.056326501991162
28,8.522722425364606e-13
29,5.830261854934217e-13
30,2.4116620165382783e-13
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,140.76899055351745
42,0.0
43,0.0
44,0.0
45,3.595093471822542e-14
46,0.0
47,0.0
48,0.0
49,22.497341679799796
50,13.416081772821695
51,12.30883882280571
52,3.415457935125636
53,4.95558062116019
54,0.4390495051263039
55,0.13542168890198997
56,0.03750701921098011
57,0.023349206742395663
58,0.009232706451755378
59,0.0034546128194151617
60,0.001062313739093589
61,0.0006970729606570745
62,0.0005375885807644705
63,0.00030456020306131337
64,14.367777693999583
65,29.830104476360027
66,2.6241710423862545e-05
67,9.192302021734212e-06
68,3.268762360429447e-06
69,1.8694906234288384e-06
70,5.024182929873875e-07
71,3.3378707010025115e-07
72,2.1119425546112448e-07
73,7.006461578629014e-08
74,6.119459466166711e-08
75,4.2592655821801896e-08
76,2.33864386836531e-08
77,4.7143438179535015e-09
78,9.798782875719447e-10
79,3.9406019125783436e-10
80,2.0419704947567766e-10
81,9.998453281706177e-11
82,4.165435158063658e-11
83,2.117745035241921e-11
84,6.8321911523414685e-12
85,21.111003763576704
86,8.67304657856978e-13
87,8.086962790811749e-13
88,1.5252689837551246e-13
89,1.1368683772161603e-13
90,7.050526048635024
91,3.595093471822542e-14
92,51.55205180120526
93,32.467272936757226
94,25.985123520194065
95,6.769438931707423
96,122.90502674935207
97,0.18519764096650929
98,0.03554524656903309
99,0.021410273253866713
100,0.004969830439758993
101,0.0023222982893226596
102,0.0009038213347625538
103,0.0002872293016092292
104,1.9799328258102298e-05
105,6.641193457139953e-06
106,1.7154851711338048e-06
107,5.297947651692684e-07
108,2.7768215701774304e-07
109,2.7078496289972813e-07
110,7.245373834335274e-08
111,2.784481269309778e-08
112,8.459829213705856
113,6.792360278266145e-09
114,2.8084607017206513e-09
115,4.5030787912000984e-10
116,3.2012453144938684e-10
117,1.24074539404806e-10
118,8.738462443899113e-12
119,2.861884088145795e-12
120,1.91723338355885e-12
121,6.83067759646283e-13
122,2.567410272294231e-13
123,5.961788066145753e-14
124,5.3926402077338126e-14
125,5.084229945850415e-14
126,141.05587504204243
127,4.7558616332371205e-14
128,5.684341886080802e-14
129,5.684341886080802e-14
130,5.684341886080802e-14
131,5.684341886080802e-14
132,5.684341886080802e-14
133,5.3926402077338126e-14
134,5.684341886080802e-14
135,5.684341886080802e-14
136,58.772844147130684
137,5.3926402077338126e-14
138,5.684341886080802e-14
139,61.008862680471594
140,5.684341886080802e-14
141,5.684341886080802e-14
142,5.3926402077338126e-14
143,5.684341886080802e-14
144,5.684341886080802e-14
145,5.684341886080802e-14
146,5.684341886080802e-14
147,4.7558616332371205e-14
148,149.6267817242266
149,5.684341886080802e-14
150,5.684341886080802e-14
151,5.3926402077338126e-14
152,70.29387562024657
153,77.89237132620845
154,37.08442134622747
155,29.04320665996065
156,30.6694370041171
